"","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","Property_Area","Loan_Status","Total_Income","Income_to_Loan"
"137","Female","FALSE","1","TRUE","FALSE",2876,1560,90,360,1,"Urban","TRUE",4436,49.2888888888889
"138","Female","FALSE","0","TRUE","FALSE",3237,0,30,360,1,"Urban","TRUE",3237,107.9
"139","Male","FALSE","0","TRUE","FALSE",2833,1857,126,360,1,"Rural","TRUE",4690,37.2222222222222
"140","Male","TRUE","0","TRUE","FALSE",2620,2223,150,360,1,"Semiurban","TRUE",4843,32.2866666666667
"141","Male","TRUE","2","TRUE","FALSE",3900,0,90,360,1,"Semiurban","TRUE",3900,43.3333333333333
"142","Male","TRUE","1","TRUE","FALSE",2750,1842,115,360,1,"Semiurban","TRUE",4592,39.9304347826087
"143","Male","TRUE","0","TRUE","FALSE",3103,1300,80,360,1,"Urban","TRUE",4403,55.0375
"144","Male","TRUE","0","TRUE","FALSE",3927,800,112,360,1,"Semiurban","TRUE",4727,42.2053571428571
"145","Male","TRUE","2","TRUE","FALSE",2301,985.7999878,78,180,1,"Urban","TRUE",3286.7999878,42.1384613820513
"146","Female","FALSE","0","TRUE","FALSE",1811,1666,54,360,1,"Urban","TRUE",3477,64.3888888888889
"147","Male","FALSE","0","TRUE","FALSE",3158,3053,89,360,1,"Rural","TRUE",6211,69.7865168539326
"148","Female","FALSE","0","TRUE","TRUE",2600,1717,99,300,1,"Semiurban","FALSE",4317,43.6060606060606
"149","Male","TRUE","0","TRUE","FALSE",3704,2000,120,360,1,"Rural","TRUE",5704,47.5333333333333
"150","Female","FALSE","0","TRUE","FALSE",4124,0,115,360,1,"Semiurban","TRUE",4124,35.8608695652174
"151","Male","TRUE","0","TRUE","FALSE",3075,2416,139,360,1,"Rural","TRUE",5491,39.5035971223022
"152","Male","TRUE","2","TRUE","FALSE",4400,0,127,360,0,"Semiurban","FALSE",4400,34.6456692913386
"153","Male","TRUE","2","TRUE","FALSE",3153,1560,134,360,1,"Urban","TRUE",4713,35.1716417910448
"154","Female","TRUE","1","TRUE","FALSE",4666,0,135,360,1,"Urban","TRUE",4666,34.562962962963
"155","Male","TRUE","1","TRUE","FALSE",2014,2925,113,360,1,"Urban","FALSE",4939,43.7079646017699
"156","Male","TRUE","0","FALSE","FALSE",1800,2934,93,360,0,"Urban","FALSE",4734,50.9032258064516
"157","Female","FALSE","0","TRUE","FALSE",5000,0,132,360,1,"Rural","TRUE",5000,37.8787878787879
"158","Male","TRUE","1","TRUE","FALSE",1625,1803,96,360,1,"Urban","TRUE",3428,35.7083333333333
"159","Male","FALSE","0","TRUE","FALSE",4000,2500,140,360,1,"Rural","TRUE",6500,46.4285714285714
"160","Female","FALSE","0","TRUE","FALSE",3762,1666,135,360,1,"Rural","TRUE",5428,40.2074074074074
"161","Female","FALSE","0","TRUE","FALSE",2400,1863,104,360,0,"Urban","FALSE",4263,40.9903846153846
"162","Female","FALSE","0","TRUE","FALSE",2917,0,84,360,1,"Semiurban","TRUE",2917,34.7261904761905
"163","Male","FALSE","0","FALSE","FALSE",2927,2405,111,360,1,"Semiurban","TRUE",5332,48.036036036036
"164","Female","FALSE","0","TRUE","FALSE",2507,0,56,360,1,"Rural","TRUE",2507,44.7678571428571
"165","Male","TRUE","1","FALSE","FALSE",3399,1640,111,180,1,"Urban","TRUE",5039,45.3963963963964
"166","Male","TRUE","2","TRUE","FALSE",3717,0,120,360,1,"Semiurban","TRUE",3717,30.975
"167","Male","TRUE","0","TRUE","FALSE",2400,2167,115,360,1,"Semiurban","TRUE",4567,39.7130434782609
"168","Male","TRUE","3+","TRUE","FALSE",4342,189,124,360,1,"Semiurban","TRUE",4531,36.5403225806452
"169","Male","FALSE","0","TRUE","FALSE",4917,0,130,360,0,"Rural","TRUE",4917,37.8230769230769
"170","Female","TRUE","0","TRUE","FALSE",4333,2451,110,360,1,"Urban","FALSE",6784,61.6727272727273
"171","Female","FALSE","0","TRUE","FALSE",2500,0,67,360,1,"Urban","TRUE",2500,37.3134328358209
"172","Male","FALSE","1","TRUE","FALSE",4384,1793,117,360,1,"Urban","TRUE",6177,52.7948717948718
"173","Male","FALSE","0","TRUE","FALSE",2935,0,98,360,1,"Semiurban","TRUE",2935,29.9489795918367
"174","Female","FALSE","0","TRUE","FALSE",4160,0,71,360,1,"Semiurban","TRUE",4160,58.5915492957746
"175","Female","FALSE","0","TRUE","FALSE",2378,0,46,360,1,"Rural","FALSE",2378,51.695652173913
"176","Male","TRUE","3+","FALSE","FALSE",3173,0,74,360,1,"Semiurban","TRUE",3173,42.8783783783784
"177","Male","TRUE","2","FALSE","FALSE",3083,2168,126,360,1,"Urban","TRUE",5251,41.6746031746032
"178","Male","TRUE","3+","TRUE","FALSE",2666,2083,95,360,1,"Rural","TRUE",4749,49.9894736842105
"179","Female","TRUE","0","TRUE","TRUE",5500,0,105,360,0,"Rural","FALSE",5500,52.3809523809524
"180","Female","TRUE","0","TRUE","FALSE",2423,505,130,360,1,"Semiurban","TRUE",2928,22.5230769230769
"181","Male","TRUE","1","TRUE","FALSE",3875,0,67,360,1,"Urban","FALSE",3875,57.8358208955224
"182","Male","TRUE","0","FALSE","FALSE",3000,1666,100,480,0,"Urban","FALSE",4666,46.66
"183","Female","FALSE","1","TRUE","FALSE",4723,0,81,360,1,"Semiurban","FALSE",4723,58.3086419753086
"184","Male","TRUE","0","TRUE","FALSE",4750,2333,130,360,1,"Urban","TRUE",7083,54.4846153846154
"185","Male","FALSE","0","TRUE","TRUE",6822,0,141,360,1,"Rural","TRUE",6822,48.3829787234043
"186","Male","FALSE","0","FALSE","FALSE",6216,0,133,360,1,"Rural","FALSE",6216,46.7368421052632
"187","Male","FALSE","0","TRUE","FALSE",2500,0,96,480,1,"Semiurban","FALSE",2500,26.0416666666667
"188","Male","FALSE","1","TRUE","FALSE",3062,1987,111,180,0,"Urban","FALSE",5049,45.4864864864865
"189","Male","TRUE","0","TRUE","FALSE",4817,923,120,180,1,"Urban","TRUE",5740,47.8333333333333
"190","Male","TRUE","3+","TRUE","FALSE",8750,4996,130,360,1,"Rural","TRUE",13746,105.738461538462
"191","Male","FALSE","0","TRUE","FALSE",3069,0,71,480,1,"Urban","FALSE",3069,43.2253521126761
"192","Male","TRUE","2","TRUE","FALSE",5391,0,130,360,1,"Urban","TRUE",5391,41.4692307692308
"193","Male","FALSE","0","TRUE","TRUE",7167,0,128,360,1,"Urban","TRUE",7167,55.9921875
"194","Male","TRUE","2","TRUE","FALSE",4566,0,100,360,1,"Urban","FALSE",4566,45.66
"195","Male","FALSE","0","FALSE","FALSE",2346,1600,132,360,1,"Semiurban","TRUE",3946,29.8939393939394
"196","Male","TRUE","0","TRUE","FALSE",2333,2417,136,360,1,"Urban","TRUE",4750,34.9264705882353
"197","Male","TRUE","0","TRUE","FALSE",5488,0,125,360,1,"Rural","TRUE",5488,43.904
"198","Male","TRUE","2","FALSE","FALSE",1993,1625,113,180,1,"Semiurban","TRUE",3618,32.0176991150442
"199","Male","TRUE","2","TRUE","FALSE",3100,1400,113,360,1,"Urban","TRUE",4500,39.8230088495575
"200","Female","FALSE","0","TRUE","FALSE",3180,0,71,360,0,"Urban","FALSE",3180,44.7887323943662
"201","Male","TRUE","0","TRUE","FALSE",3033,1459,95,360,1,"Urban","TRUE",4492,47.2842105263158
"202","Male","FALSE","0","FALSE","FALSE",3902,1666,109,360,1,"Rural","TRUE",5568,51.0825688073394
"203","Female","FALSE","0","TRUE","FALSE",1500,1800,103,360,0,"Semiurban","FALSE",3300,32.0388349514563
"204","Male","TRUE","2","FALSE","FALSE",2889,0,45,180,0,"Urban","FALSE",2889,64.2
"205","Male","FALSE","0","FALSE","FALSE",2755,0,65,300,1,"Rural","FALSE",2755,42.3846153846154
"206","Male","FALSE","0","TRUE","FALSE",2500,20000,103,360,1,"Semiurban","TRUE",22500,218.446601941748
"207","Female","FALSE","0","FALSE","FALSE",1963,0,53,360,1,"Semiurban","TRUE",1963,37.0377358490566
"208","Female","FALSE","0","TRUE","FALSE",4547,0,115,360,1,"Semiurban","TRUE",4547,39.5391304347826
"209","Male","TRUE","0","FALSE","FALSE",2167,2400,115,360,1,"Urban","TRUE",4567,39.7130434782609
"210","Female","FALSE","0","FALSE","FALSE",2213,0,66,360,1,"Rural","TRUE",2213,33.530303030303
"211","Female","FALSE","1","FALSE","TRUE",3867,0,62,360,1,"Semiurban","FALSE",3867,62.3709677419355
"212","Male","TRUE","0","FALSE","FALSE",2253,2033,110,360,1,"Rural","TRUE",4286,38.9636363636364
"213","Female","FALSE","0","TRUE","FALSE",2995,0,60,360,1,"Urban","TRUE",2995,49.9166666666667
"214","Male","TRUE","0","TRUE","FALSE",1025,2773,112,360,1,"Rural","TRUE",3798,33.9107142857143
"215","Male","TRUE","0","TRUE","FALSE",3246,1417,138,360,1,"Semiurban","TRUE",4663,33.7898550724638
"216","Male","TRUE","0","TRUE","FALSE",5829,0,138,360,1,"Rural","TRUE",5829,42.2391304347826
"217","Male","TRUE","0","TRUE","FALSE",1820,1719,100,360,1,"Urban","TRUE",3539,35.39
"218","Male","TRUE","0","TRUE","FALSE",2666,4300,121,360,1,"Rural","TRUE",6966,57.5702479338843
"219","Female","FALSE","1","FALSE","FALSE",4606,0,81,360,1,"Rural","FALSE",4606,56.8641975308642
"220","Male","TRUE","2","TRUE","FALSE",5935,0,133,360,1,"Semiurban","TRUE",5935,44.6240601503759
"221","Male","TRUE","0","TRUE","FALSE",2920,16.12000084,87,360,1,"Rural","TRUE",2936.12000084,33.7485057567816
"222","Male","FALSE","0","FALSE","FALSE",2717,0,60,180,1,"Urban","TRUE",2717,45.2833333333333
"223","Female","FALSE","1","TRUE","TRUE",8624,0,150,360,1,"Semiurban","TRUE",8624,57.4933333333333
"224","Male","FALSE","0","TRUE","FALSE",6500,0,105,360,0,"Rural","FALSE",6500,61.9047619047619
"225","Male","TRUE","0","TRUE","FALSE",2425,2340,143,360,1,"Semiurban","TRUE",4765,33.3216783216783
"226","Male","FALSE","0","TRUE","FALSE",3750,0,100,360,1,"Urban","TRUE",3750,37.5
"227","Male","FALSE","0","TRUE","FALSE",1926,1851,50,360,1,"Semiurban","TRUE",3777,75.54
"228","Female","TRUE","0","FALSE","TRUE",7142,0,138,360,1,"Rural","TRUE",7142,51.7536231884058
"229","Male","FALSE","3+","FALSE","FALSE",4707,1993,148,360,1,"Semiurban","TRUE",6700,45.2702702702703
"230","Male","TRUE","1","TRUE","TRUE",3466,1210,130,360,1,"Rural","TRUE",4676,35.9692307692308
"231","Male","TRUE","2","FALSE","FALSE",4652,0,110,360,1,"Rural","TRUE",4652,42.2909090909091
"232","Male","TRUE","2","TRUE","FALSE",3340,1710,150,360,0,"Rural","FALSE",5050,33.6666666666667
"233","Male","TRUE","2","FALSE","FALSE",2309,1255,125,360,0,"Rural","FALSE",3564,28.512
"234","Male","TRUE","0","TRUE","FALSE",3948,1733,149,360,0,"Rural","FALSE",5681,38.1275167785235
"235","Male","TRUE","0","TRUE","FALSE",2483,2466,90,180,0,"Rural","TRUE",4949,54.9888888888889
"236","Male","FALSE","0","TRUE","TRUE",7085,0,84,360,1,"Semiurban","TRUE",7085,84.3452380952381
"237","Male","TRUE","2","TRUE","FALSE",3859,0,96,360,1,"Semiurban","TRUE",3859,40.1979166666667
"238","Male","TRUE","0","TRUE","FALSE",4301,0,118,360,1,"Urban","TRUE",4301,36.4491525423729
"239","Male","FALSE","2","TRUE","FALSE",4354,0,136,360,1,"Rural","TRUE",4354,32.0147058823529
"240","Male","TRUE","3+","TRUE","FALSE",7740,0,128,180,1,"Urban","TRUE",7740,60.46875
"241","Male","FALSE","0","TRUE","FALSE",4166,0,98,360,0,"Semiurban","FALSE",4166,42.5102040816327
"242","Male","FALSE","0","TRUE","FALSE",6000,0,140,360,1,"Rural","TRUE",6000,42.8571428571429
"243","Male","TRUE","3+","FALSE","FALSE",2947,1664,70,180,0,"Urban","FALSE",4611,65.8714285714286
"244","Male","TRUE","0","TRUE","FALSE",4333,2451,110,360,1,"Urban","FALSE",6784,61.6727272727273
"245","Male","TRUE","1","FALSE","FALSE",2653,1500,113,180,0,"Rural","FALSE",4153,36.7522123893805
"246","Male","TRUE","3+","TRUE","FALSE",4691,0,100,360,1,"Semiurban","TRUE",4691,46.91
"247","Male","TRUE","3+","FALSE","FALSE",3095,0,113,360,1,"Rural","TRUE",3095,27.3893805309735
